CODIGO;TIPO_UNIDAD;TECNOLOGIA;regime;categoria;DESCRIPCION;AGENTE_PROPIETARIO;ZONA_FRONTERA
GNVD156;GENERACION;RE Mercado Solar Térmica;PRE;SOLAR_TER_ES;UOF GNVD156;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD157;GENERACION;RE Mercado Solar Térmica;PRE;SOLAR_TER_ES;UOF GNVD157;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD158;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;UOF GNVD158;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD159;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD159;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD160;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;OUF GNVD160;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD161;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD161;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD162;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD162;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD163;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD163;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD168;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD168;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD169;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;UOF GNVD169;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD170;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;OUF GNVD170;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD171;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD171;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD172;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD172;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD174;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD174;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD175;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;UOF GNVD175;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD176;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD176;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD180;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD180?;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD181;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;UOF GNVD181;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD186;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;OUF GNVD186;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD187;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD187;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD188;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD188;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD189;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD189;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD190;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD190;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD192;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD192;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD193;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD193;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD194;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD194;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD195;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;GNVD195;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD196;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;GNVD196;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD197;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD197;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD198;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;UOF GNVD198;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD200;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;UOF GNVD200;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD201;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD201;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD202;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD202;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD203;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD203;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD204;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD204;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD205;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;GNVD205;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD206;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;GNVD206;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD207;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD207;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD208;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD208;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD209;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD209;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD210;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD210;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD211;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD211;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD212;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD212;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD213;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD213;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD214;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD214;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD215;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD215;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD216;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD216;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD217;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD217;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD218;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD218;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD219;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD219;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD220;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD220;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD222;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD222;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD223;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD223;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD224;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD224;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD225;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD225;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD227;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD227;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD228;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD228;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD229;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD229;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD230;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD230;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD231;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD231;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD232;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD232;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD233;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD233;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD234;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;UOF GNVD234;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD236;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD236;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD237;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GNVD237;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD238;GENERACION;RE Mercado Térmica Renovable;PRE;TERMICA_RENOV_ES;UOF GNVD238;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD239;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD239;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD240;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD240;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD241;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD241;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD242;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD242;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD243;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD243;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD244;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD244;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD245;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD245;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD246;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD246;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD247;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD247;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD248;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD248;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD249;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD249;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD250;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD250;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD251;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD251;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD252;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD252;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD253;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD253;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD254;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD254;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD255;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD255;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD256;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD256;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD257;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD257;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD258;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD258;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD259;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD259;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD260;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD260;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD261;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD261;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD262;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD262;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD263;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD263;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD264;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;UOF GNVD264;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD265;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD265;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD266;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD266;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD267;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD267;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD268;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD268;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD269;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD269;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD270;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD270;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD271;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD271;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD272;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD272;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD273;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD273;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD274;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD274;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD275;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;UOF GNVD275;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD276;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;UOF GNVD276;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD277;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD277;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD278;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;UOF GNVD278;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD279;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD279;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD280;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD280;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD281;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD281;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD282;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD282;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD283;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD283;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD284;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD284;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD285;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD285;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD286;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD286;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD287;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD287;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD288;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD288;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD289;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD289;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD290;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD290;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD291;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD291;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD292;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD292;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD293;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD293;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD294;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD294;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD295;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD295;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD296;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD296;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD297;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD297;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD298;GENERACION;RE Mercado Eólica Marina;PRE;EOLICA_MARINA_ES;UOF GNVD298;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD299;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD299;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD300;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD300;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD301;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD301;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD302;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;GNVD302;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD303;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD303;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD304;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD304;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD305;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD305;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD306;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD306;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD307;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD307;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD308;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD308;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD310;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;UOF GNVD310;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD311;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD311;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD312;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD312;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD313;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD313;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD314;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD314;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD315;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD315;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GNVD316;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UOF GNVD316;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
GOIEVD1;GENERACION;RE Mercado Térmica Renovable;PRE;TERMICA_RENOV_ES;VENTA PRODUCCION BIOGAS;GOIENER S.COOP;ZONA ESPAÑOLA
GOIEVD2;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VENTA PRODUCCION FOTOVOLTAICA;GOIENER S.COOP;ZONA ESPAÑOLA
GOIEVD3;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;VENTA PRODUCCÍON HIDRAULICA;GOIENER S.COOP;ZONA ESPAÑOLA
GOIRE01;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;VENTA H.OLATE;GOIENER S.COOP;ZONA ESPAÑOLA
GOLDV02;GENERACION;RE Tarifa CUR (uof);PRE;RE_TARIFA_CUR_PT;CARTEIRA DE VENDA (UPAC);GOLDENERGY COMERCIALIZADORA ENERGIA, S.A.;ZONA PORTUGUESA
GRENV02;GENERACION;RE Tarifa CUR (uof);PRE;EOLICA_PT;VENDA ENERGIA PT;GREEN VENTURE TRADING LDA;ZONA PORTUGUESA
GSEVD01;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;INSTALACIONES SOLAR TARIFA;AVANZALIA ENERGÍA COMERCIALIZADORA, S.A.;ZONA ESPAÑOLA
GSLRE04;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GSLRE04;GASILUZ ECO ENERCÍA, S.L.;ZONA ESPAÑOLA
GSLRE06;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;JEREZ 2020;GASILUZ ECO ENERCÍA, S.L.;ZONA ESPAÑOLA
GSLRE07;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;ALCONCHEL 2020.2;GASILUZ ECO ENERCÍA, S.L.;ZONA ESPAÑOLA
GSLRE08;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;ALCONCHEL 2020;GASILUZ ECO ENERCÍA, S.L.;ZONA ESPAÑOLA
